Time(s)                       E(mV)                         I(mA)                         
47.035                        -407.2651                     -0.388304                     
47.05                         -410.3687                     -0.3909709                    
47.065                        -413.1368                     -0.3933946                    
47.08                         -416.492                      -0.3965228                    
47.095                        -418.9246                     -0.3988627                    
47.11                         -422.4476                     -0.4017812                    
47.125                        -424.8802                     -0.4041043                    
47.14                         -427.8999                     -0.4075763                    
47.155                        -431.1713                     -0.4098239                    
47.17                         -434.3587                     -0.4124908                    
47.185                        -437.3784                     -0.4153255                    
47.2                          -440.3982                     -0.4184872                    
47.215                        -443.2501                     -0.4210535                    
47.23                         -446.2699                     -0.4235778                    
47.245                        -449.2057                     -0.4265131                    
47.26                         -451.8899                     -0.4292807                    
47.275                        -455.5807                     -0.4318721                    
47.29                         -458.181                      -0.4344384                    
47.305                        -461.4524                     -0.4370718                    
47.32                         -464.3043                     -0.4400406                    
47.335                        -467.5757                     -0.4429424                    
47.35                         -470.6793                     -0.4451648                    
47.365                        -473.1957                     -0.4482511                    
47.38                         -476.2154                     -0.4509599                    
47.395                        -479.7385                     -0.453392                     
47.41                         -482.4226                     -0.456277                     
47.425                        -484.8552                     -0.4590362                    
47.44                         -488.2943                     -0.4616695                    
47.455                        -491.2302                     -0.4640094                    
47.47                         -494.4177                     -0.4670956                    
47.485                        -497.4374                     -0.4702322                    
47.5                          -500.2893                     -0.472874                     
47.515                        -503.1413                     -0.4749119                    
47.53                         -506.0771                     -0.4781826                    
47.545                        -509.1807                     -0.4808915                    
47.56                         -512.3682                     -0.4836842                    
47.575                        -515.2202                     -0.4858647                    
47.59                         -518.3238                     -0.4891187                    
47.605                        -521.8468                     -0.4917689                    
47.62                         -524.4471                     -0.4944022                    
47.635                        -527.3829                     -0.4969265                    
47.65                         -530.3188                     -0.5001135                    
47.665                        -533.2546                     -0.5026211                    
47.68                         -535.8549                     -0.5055982                    
47.695                        -539.378                      -0.5082819                    
47.71                         -542.0621                     -0.5113178                    
47.725                        -545.5013                     -0.5136242                    
47.74                         -548.1855                     -0.5163666                    
47.755                        -551.2891                     -0.5190419                    
47.77                         -554.6443                     -0.522103                     
47.785                        -557.5802                     -0.5244429                    
47.8                          -560.2644                     -0.527051                     
47.815                        -563.2841                     -0.5300031                    
47.83                         -566.3877                     -0.5330726                    
47.845                        -569.1558                     -0.535337                     
47.86                         -572.0917                     -0.5380542                    
47.875                        -575.4469                     -0.5409056                    
47.89                         -578.131                      -0.5435809                    
47.905                        -581.3185                     -0.5460969                    
47.92                         -584.3383                     -0.5491412                    
47.935                        -587.4419                     -0.5518501                    
47.95                         -590.4616                     -0.554257                     
47.965                        -593.1458                     -0.5572929                    
47.98                         -596.2494                     -0.5600269                    
47.995                        -599.2691                     -0.5626351                    
48.01                         -602.2889                     -0.5650924                    
48.025                        -605.2247                     -0.5678096                    
48.04                         -608.7477                     -0.5711643                    
48.055                        -611.8513                     -0.5736132                    
48.07                         -614.1161                     -0.5759698                    
48.085                        -617.3875                     -0.5790393                    
48.1                          -620.4072                     -0.5815552                    
48.115                        -623.5947                     -0.5843899                    
48.13                         -626.4466                     -0.5868974                    
48.145                        -629.2147                     -0.5906043                    
48.16                         -632.6538                     -0.5927261                    
48.175                        -635.6736                     -0.5955691                    
48.19                         -638.4417                     -0.598387                     
48.205                        -641.1259                     -0.6011126                    
48.22                         -644.2294                     -0.603855                     
48.235                        -647.7524                     -0.606111                     
48.25                         -650.6883                     -0.6090211                    
48.265                        -653.3725                     -0.611881                     
48.28                         -656.56                       -0.6146904                    
48.295                        -659.2442                     -0.6171309                    
48.31                         -662.6833                     -0.6198314                    
48.325                        -665.4514                     -0.6226242                    
48.34                         -668.6389                     -0.6254588                    
48.355                        -671.407                      -0.6277819                    
48.37                         -674.3428                     -0.6311197                    
48.385                        -677.2787                     -0.6334847                    
48.4                          -680.6339                     -0.636529                     
48.415                        -683.7375                     -0.6390114                    
48.43                         -686.2539                     -0.6418712                    
48.445                        -689.3575                     -0.6445298                    
48.46                         -692.3773                     -0.6472638                    
48.475                        -695.4809                     -0.6500901                    
48.49                         -698.5844                     -0.652715                     
48.505                        -701.772                      -0.6554742                    
48.52                         -704.2045                     -0.6580321                    
48.535                        -707.392                      -0.6607997                    
48.55                         -710.244                      -0.6634247                    
48.565                        -713.5992                     -0.6661754                    
48.58                         -716.535                      -0.6685572                    
48.595                        -719.7225                     -0.6719286                    
48.61                         -722.4905                     -0.6740505                    
48.625                        -725.6781                     -0.6771451                    
48.64                         -728.53                       -0.6799546                    
48.655                        -731.5498                     -0.6827976                    
48.67                         -734.6533                     -0.6853219                    
48.685                        -737.3376                     -0.6881063                    
48.7                          -740.525                      -0.6911255                    
48.715                        -743.7964                     -0.6938678                    
48.73                         -746.8162                     -0.6961657                    
48.745                        -749.752                      -0.6991765                    
48.76                         -752.6878                     -0.7016087                    
48.775                        -755.9592                     -0.7045859                    
48.79                         -758.8112                     -0.7069843                    
48.805                        -761.6631                     -0.71023                      
48.82                         -765.0183                     -0.7127711                    
48.835                        -767.7864                     -0.7155387                    
48.85                         -770.4706                     -0.7178534                    
48.865                        -773.6581                     -0.7210151                    
48.88                         -776.6779                     -0.7235562                    
48.895                        -779.362                      -0.7264496                    
48.91                         -782.4656                     -0.7286972                    
48.925                        -785.737                      -0.7319931                    
48.94                         -788.2535                     -0.7341652                    
48.955                        -791.6087                     -0.7373689                    
48.97                         -794.4606                     -0.7396668                    
48.985                        -797.5642                     -0.7427195                    
49                            -800.3323                     -0.7450258                    
49.015                        -803.6037                     -0.748263                     
49.03                         -806.9589                     -0.7506699                    
49.045                        -809.727                      -0.7535716                    
49.06                         -812.4112                     -0.7558863                    
49.075                        -815.5987                     -0.7593248                    
49.09                         -818.6185                     -0.7613208                    
49.105                        -821.6381                     -0.7646419                    
49.12                         -824.1545                     -0.7668308                    
49.135                        -828.0131                     -0.7700093                    
49.15                         -830.6135                     -0.7725337                    
49.165                        -833.6331                     -0.7754605                    
49.18                         -836.7368                     -0.7777165                    
49.195                        -840.0081                     -0.7807105                    
49.21                         -842.944                      -0.7831845                    
49.225                        -845.3765                     -0.7862205                    
49.24                         -848.564                      -0.7885436                    
49.255                        -851.8354                     -0.7919568                    
49.27                         -854.2679                     -0.7941206                    
49.285                        -857.7909                     -0.7971314                    
49.3                          -860.7267                     -0.7994879                    
49.315                        -863.7465                     -0.8025072                    
49.33                         -866.4307                     -0.8049309                    
49.345                        -869.8698                     -0.8078578                    
49.36                         -872.3024                     -0.8105499                    
49.375                        -875.6576                     -0.8136948                    
49.39                         -878.4257                     -0.8161185                    
49.405                        -881.697                      -0.819037                     
49.42                         -885.0523                     -0.8213014                    
49.435                        -887.9882                     -0.8244128                    
49.45                         -890.6724                     -0.8268952                    
49.465                        -893.7759                     -0.8297383                    
49.48                         -896.7957                     -0.832162                     
49.495                        -899.8154                     -0.8353992                    
49.51                         -902.8351                     -0.8376468                    
49.525                        -905.8549                     -0.8410015                    
49.54                         -908.7068                     -0.8427207                    
49.555                        -911.8104                     -0.8462849                    
49.57                         -914.6624                     -0.8484151                    
49.585                        -917.9337                     -0.8516356                    
49.6                          -920.7857                     -0.8542018                    
49.615                        -924.0571                     -0.8574893                    
49.63                         -926.8252                     -0.8593679                    
49.645                        -929.6771                     -0.8629742                    
49.66                         -932.613                      -0.8649618                    
49.675                        -935.8004                     -0.8684338                    
49.69                         -938.8202                     -0.8700776                    
49.705                        -941.9238                     -0.8739522                    
49.72                         -944.8596                     -0.8756882                    
49.735                        -947.7954                     -0.8791602                    
49.75                         -950.5635                     -0.8809465                    
49.765                        -953.9188                     -0.8846701                    
49.78                         -956.4352                     -0.8865319                    
49.795                        -959.5388                     -0.8899202                    
49.81                         -962.9779                     -0.8916729                    
49.825                        -966.0815                     -0.8958913                    
49.84                         -968.7657                     -0.8975267                    
49.855                        -971.7855                     -0.9008478                    
49.87                         -974.6374                     -0.9027432                    
49.885                        -978.0765                     -0.90671                      
49.9                          -980.6769                     -0.9082951                    
49.915                        -983.9482                     -0.9115071                    
49.93                         -987.0518                     -0.9139727                    
49.945                        -989.4844                     -0.9176376                    
49.96                         -993.0074                     -0.9193318                    
49.975                        -995.5239                     -0.9225773                    
49.99                         -999.0468                     -0.9243659                    
50.005                        -1001.731                     -0.9278917                    
50.02                         -1004.667                     -0.9296546                    
50.035                        -1007.938                     -0.9328446                    
50.05                         -1010.958                     -0.9351112                    
50.065                        -1014.145                     -0.9383851                    
50.08                         -1017.585                     -0.9403998                    
50.095                        -1019.933                     -0.9441774                    
50.11                         -1022.785                     -0.946528                     
50.125                        -1025.973                     -0.9493821                    
50.14                         -1028.741                     -0.9514807                    
50.155                        -1031.257                     -0.9550065                    
50.17                         -1034.864                     -0.9570212                    
50.185                        -1037.884                     -0.9602113                    
50.2                          -1040.652                     -0.9624778                    
50.215                        -1043.923                     -0.9654999                    
50.23                         -1046.524                     -0.9679344                    
50.245                        -1049.627                     -0.9713762                    
50.26                         -1052.982                     -0.9733909                    
50.275                        -1055.667                     -0.9768327                    
50.29                         -1058.77                      -0.9785116                    
50.305                        -1061.958                     -0.9821213                    
50.32                         -1064.894                     -0.984304                     
50.335                        -1067.745                     -0.9875779                    
50.35                         -1070.765                     -0.9895926                    
50.365                        -1073.701                     -0.9934542                    
50.38                         -1077.224                     -0.995301                     
50.395                        -1080.076                     -0.998575                     
50.41                         -1082.844                     -1.000925                     
50.425                        -1086.451                     -1.004032                     
50.44                         -1088.632                     -1.006046                     
50.455                        -1091.819                     -1.009488                     
50.47                         -1094.755                     -1.011671                     
50.485                        -1098.11                      -1.015448                     
50.5                          -1101.046                     -1.017211                     
50.515                        -1104.318                     -1.020149                     
50.53                         -1106.834                     -1.022248                     
50.545                        -1109.686                     -1.026193                     
50.56                         -1112.538                     -1.027872                     
50.575                        -1115.642                     -1.031734                     
50.59                         -1118.661                     -1.033749                     
50.605                        -1122.017                     -1.036939                     
50.62                         -1125.036                     -1.038785                     
50.635                        -1127.804                     -1.042563                     
50.65                         -1130.74                      -1.04399                      
50.665                        -1133.928                     -1.047516                     
50.68                         -1137.031                     -1.049699                     
50.695                        -1139.464                     -1.053392                     
50.71                         -1143.071                     -1.055407                     
50.725                        -1145.923                     -1.058597                     
50.74                         -1148.859                     -1.060612                     
50.755                        -1151.878                     -1.063886                     
50.77                         -1154.898                     -1.06632                      
50.785                        -1158.086                     -1.070098                     
50.8                          -1161.525                     -1.071609                     
50.815                        -1164.125                     -1.075218                     
50.83                         -1166.977                     -1.076981                     
50.845                        -1169.913                     -1.080255                     
50.86                         -1173.016                     -1.082354                     
50.875                        -1176.204                     -1.08588                      
50.89                         -1178.972                     -1.088314                     
50.905                        -1181.992                     -1.091168                     
50.92                         -1184.676                     -1.093267                     
50.935                        -1187.947                     -1.096709                     
50.95                         -1191.302                     -1.098891                     
50.965                        -1193.819                     -1.101662                     
50.98                         -1197.09                      -1.104936                     
50.995                        -1200.026                     -1.108042                     
51.01                         -1202.626                     -1.110224                     
51.025                        -1205.898                     -1.113666                     
51.04                         -1209.085                     -1.115345                     
51.055                        -1212.189                     -1.118451                     
51.07                         -1214.873                     -1.120298                     
51.085                        -1218.396                     -1.124831                     
51.1                          -1221.248                     -1.126258                     
51.115                        -1224.1                       -1.129364                     
51.13                         -1226.952                     -1.131631                     
51.145                        -1229.972                     -1.135828                     
51.16                         -1233.243                     -1.136667                     
51.175                        -1236.179                     -1.140613                     
51.19                         -1238.863                     -1.142963                     
51.205                        -1241.799                     -1.146405                     
51.22                         -1245.238                     -1.147916                     
51.235                        -1248.09                      -1.15161                      
51.25                         -1251.445                     -1.152953                     
51.265                        -1254.213                     -1.156731                     
51.28                         -1256.646                     -1.159249                     
51.295                        -1259.833                     -1.162523                     
51.31                         -1263.105                     -1.164118                     
51.325                        -1266.041                     -1.16798                      
51.34                         -1269.06                      -1.169659                     
51.355                        -1271.828                     -1.173268                     
51.37                         -1275.1                       -1.174863                     
51.385                        -1278.623                     -1.17948                      
51.4                          -1280.888                     -1.180655                     
51.415                        -1284.327                     -1.183678                     
51.43                         -1286.675                     -1.186532                     
51.445                        -1290.45                      -1.189722                     
51.46                         -1293.134                     -1.191904                     
51.475                        -1296.322                     -1.195178                     
51.49                         -1298.67                      -1.197361                     
51.505                        -1302.193                     -1.200971                     
51.52                         -1305.549                     -1.202146                     
51.535                        -1308.401                     -1.205504                     
51.55                         -1310.666                     -1.207854                     
51.565                        -1314.188                     -1.2118                       
51.58                         -1317.46                      -1.213059                     
51.595                        -1320.228                     -1.217005                     
51.61                         -1322.912                     -1.219271                     
51.625                        -1326.016                     -1.222377                     
51.64                         -1329.371                     -1.224308                     
51.655                        -1332.055                     -1.227498                     
51.67                         -1335.075                     -1.229596                     
51.685                        -1337.927                     -1.232954                     
51.7                          -1341.282                     -1.235137                     
51.715                        -1344.302                     -1.238999                     
51.73                         -1347.154                     -1.24051                      
51.745                        -1350.341                     -1.244539                     
51.76                         -1353.613                     -1.24605                      
51.775                        -1356.465                     -1.249408                     
51.79                         -1359.065                     -1.251507                     
51.805                        -1362.168                     -1.255368                     
51.82                         -1365.188                     -1.256963                     
51.835                        -1368.124                     -1.260405                     
51.85                         -1371.312                     -1.262672                     
51.865                        -1374.247                     -1.266365                     
51.88                         -1377.099                     -1.268128                     
51.895                        -1380.371                     -1.271654                     
51.91                         -1383.223                     -1.27392                      
51.925                        -1386.158                     -1.276858                     
51.94                         -1389.43                      -1.278957                     
51.955                        -1392.45                      -1.282231                     
51.97                         -1394.966                     -1.28433                      
51.985                        -1397.818                     -1.287772                     
52                            -1401.005                     -1.289954                     
52.015                        -1404.612                     -1.293396                     
52.03                         -1407.38                      -1.295243                     
52.045                        -1410.232                     -1.298601                     
52.06                         -1413.168                     -1.300615                     
52.075                        -1416.272                     -1.303973                     
52.09                         -1419.292                     -1.306408                     
52.105                        -1422.563                     -1.309682                     
52.12                         -1424.828                     -1.311948                     
52.135                        -1428.183                     -1.315054                     
52.15                         -1431.119                     -1.317153                     
52.165                        -1434.39                      -1.320259                     
52.18                         -1437.242                     -1.322693                     
52.195                        -1440.43                      -1.325799                     
52.21                         -1443.365                     -1.328654                     
52.225                        -1446.469                     -1.33134                      
52.24                         -1449.321                     -1.333607                     
52.255                        -1452.173                     -1.336293                     
52.27                         -1455.109                     -1.339063                     
52.285                        -1458.296                     -1.342085                     
52.3                          -1461.4                       -1.344855                     
52.315                        -1464.168                     -1.348213                     
52.33                         -1467.272                     -1.350396                     
52.345                        -1470.459                     -1.352998                     
52.36                         -1473.479                     -1.355853                     
52.375                        -1476.079                     -1.358791                     
52.39                         -1479.518                     -1.361309                     
52.405                        -1482.202                     -1.363492                     
52.42                         -1485.39                      -1.36643                      
52.435                        -1488.326                     -1.369536                     
52.45                         -1491.178                     -1.371718                     
52.465                        -1494.114                     -1.37516                      
52.48                         -1497.469                     -1.377595                     
52.495                        -1500.405                     -1.380533                     
52.51                         -1503.424                     -1.382631                     
52.525                        -1506.696                     -1.386409                     
52.54                         -1509.128                     -1.38834                      
52.555                        -1512.568                     -1.391194                     
52.57                         -1515.755                     -1.393796                     
52.585                        -1518.271                     -1.396735                     
52.6                          -1521.207                     -1.399421                     
52.615                        -1524.479                     -1.402107                     
52.63                         -1527.75                      -1.405129                     
52.645                        -1530.518                     -1.407816                     
52.66                         -1533.118                     -1.410418                     
52.675                        -1536.054                     -1.41344                      
52.69                         -1539.158                     -1.415455                     
52.705                        -1542.261                     -1.418393                     
52.72                         -1545.784                     -1.421583                     
52.735                        -1548.469                     -1.424605                     
52.75                         -1551.404                     -1.426787                     
52.765                        -1554.592                     -1.429642                     
52.78                         -1557.612                     -1.432412                     
52.795                        -1560.38                      -1.435182                     
52.81                         -1563.148                     -1.437617                     
52.825                        -1566.419                     -1.440471                     
52.84                         -1569.774                     -1.442821                     
52.855                        -1572.962                     -1.445927                     
52.87                         -1575.394                     -1.448698                     
52.885                        -1578.163                     -1.45172                      
52.9                          -1581.602                     -1.453986                     
52.915                        -1584.202                     -1.457008                     
52.93                         -1587.473                     -1.459443                     
52.945                        -1590.157                     -1.462381                     
52.96                         -1593.513                     -1.464983                     
52.975                        -1596.449                     -1.467502                     
52.99                         -1599.636                     -1.470356                     
53.005                        -1602.572                     -1.47279                      
53.02                         -1605.508                     -1.476064                     
53.035                        -1608.611                     -1.479002                     
53.05                         -1611.631                     -1.481521                     
53.065                        -1614.399                     -1.483955                     
53.08                         -1617.419                     -1.486893                     
53.095                        -1620.858                     -1.489664                     
53.11                         -1623.542                     -1.492434                     
53.125                        -1626.31                      -1.49512                      
53.14                         -1629.833                     -1.497723                     
53.155                        -1632.182                     -1.500661                     
53.17                         -1635.789                     -1.503347                     
53.185                        -1638.641                     -1.505865                     
53.2                          -1641.157                     -1.508636                     
53.215                        -1644.345                     -1.510986                     
53.23                         -1647.365                     -1.514092                     
53.245                        -1650.468                     -1.516695                     
53.26                         -1653.488                     -1.520388                     
53.275                        -1656.508                     -1.522319                     
53.29                         -1659.695                     -1.524921                     
53.305                        -1662.631                     -1.527943                     
53.32                         -1665.567                     -1.530714                     
53.335                        -1668.67                      -1.5334                       
53.35                         -1671.606                     -1.535918                     
53.365                        -1674.123                     -1.539192                     
53.38                         -1677.562                     -1.541627                     
53.395                        -1680.665                     -1.544061                     
53.41                         -1684.021                     -1.546664                     
53.425                        -1686.621                     -1.549182                     
53.44                         -1689.641                     -1.552372                     
53.455                        -1692.325                     -1.555142                     
53.47                         -1695.764                     -1.557996                     
53.485                        -1699.035                     -1.561102                     
53.5                          -1701.887                     -1.563117                     
53.515                        -1704.488                     -1.566223                     
53.53                         -1707.339                     -1.568993                     
53.545                        -1710.779                     -1.571764                     
53.56                         -1713.882                     -1.574114                     
53.575                        -1716.65                      -1.57722                      
53.59                         -1719.586                     -1.579823                     
53.605                        -1722.438                     -1.582509                     
53.62                         -1725.793                     -1.585111                     
53.635                        -1728.729                     -1.587881                     
53.65                         -1731.497                     -1.5904                       
53.665                        -1734.685                     -1.59275                      
53.68                         -1737.788                     -1.59594                      
53.695                        -1740.976                     -1.598879                     
53.71                         -1743.241                     -1.601565                     
53.725                        -1746.596                     -1.603999                     
53.74                         -1749.699                     -1.606601                     
53.755                        -1752.887                     -1.609624                     
53.77                         -1755.991                     -1.612142                     
53.785                        -1758.759                     -1.615584                     
53.8                          -1761.275                     -1.617934                     
53.815                        -1765.05                      -1.620957                     
53.83                         -1767.986                     -1.623139                     
53.845                        -1771.005                     -1.626077                     
53.86                         -1773.941                     -1.628344                     
53.875                        -1777.045                     -1.631618                     
53.89                         -1779.561                     -1.634304                     
53.905                        -1782.833                     -1.636738                     
53.92                         -1785.601                     -1.639593                     
53.935                        -1788.536                     -1.642531                     
53.95                         -1791.724                     -1.645217                     
53.965                        -1794.66                      -1.648155                     
53.98                         -1797.428                     -1.650254                     
53.995                        -1800.615                     -1.653947                     
54.01                         -1803.719                     -1.656046                     
54.025                        -1806.906                     -1.658732                     
54.04                         -1809.591                     -1.661083                     
54.055                        -1812.862                     -1.664357                     
54.07                         -1816.05                      -1.666624                     
54.085                        -1818.818                     -1.669478                     
54.1                          -1821.67                      -1.672584                     
54.115                        -1824.438                     -1.675606                     
54.13                         -1827.877                     -1.677872                     
54.145                        -1830.729                     -1.680643                     
54.16                         -1834                         -1.683161                     
54.175                        -1836.936                     -1.686351                     
54.19                         -1840.207                     -1.688618                     
54.205                        -1842.472                     -1.69164                      
54.22                         -1845.911                     -1.694494                     
54.235                        -1848.595                     -1.696928                     
54.25                         -1851.447                     -1.699447                     
54.265                        -1855.138                     -1.702301                     
54.28                         -1857.906                     -1.704651                     
54.295                        -1861.094                     -1.707841                     
54.31                         -1863.862                     -1.71036                      
54.325                        -1866.965                     -1.713046                     
54.34                         -1869.65                      -1.715984                     
54.355                        -1872.921                     -1.718922                     
54.37                         -1876.109                     -1.721525                     
54.385                        -1878.96                      -1.723875                     
54.4                          -1882.064                     -1.727233                     
54.415                        -1884.916                     -1.730003                     
54.43                         -1887.936                     -1.733445                     
54.445                        -1890.368                     -1.735544                     
