                       Time(s)                         E(mV)                         I(mA)                         Q(mC)                 Capacity(mAh)                    Energy(Wh)                          P(W)
                     12.500000                   3755.087402                      0.999212                     12.489841                      0.003469                      0.000013                      0.003752
                     12.600000                   3756.765137                      0.999212                     12.589762                      0.003497                      0.000013                      0.003754
                     12.700000                   3756.849121                      0.999212                     12.689683                      0.003525                      0.000013                      0.003754
                     12.800000                   3757.855957                      0.999382                     12.789613                      0.003553                      0.000013                      0.003756
                     12.900000                   3769.183350                      0.999551                     12.889559                      0.003580                      0.000013                      0.003767
                     13.000000                   3784.621826                      0.999382                     12.989506                      0.003608                      0.000013                      0.003782
                     13.100000                   3781.349609                      0.999127                     13.089432                      0.003636                      0.000013                      0.003778
                     13.200000                   3762.470947                      0.999212                     13.189348                      0.003664                      0.000013                      0.003760
                     13.300000                   3762.806396                      0.999212                     13.289269                      0.003691                      0.000014                      0.003760
                     13.400000                   3767.337402                      0.999042                     13.389182                      0.003719                      0.000014                      0.003764
                     13.500000                   3765.407715                      0.999297                     13.489100                      0.003747                      0.000014                      0.003763
                     13.600000                   3769.770752                      0.999212                     13.589025                      0.003775                      0.000014                      0.003767
                     13.700000                   3784.202393                      0.999382                     13.688954                      0.003802                      0.000014                      0.003782
                     13.800000                   3773.546387                      0.999297                     13.788888                      0.003830                      0.000014                      0.003771
                     13.900000                   3776.315430                      0.999042                     13.888805                      0.003858                      0.000014                      0.003773
                     14.000000                   3756.765137                      0.999127                     13.988713                      0.003886                      0.000014                      0.003753
                     14.100000                   3755.926270                      0.999212                     14.088631                      0.003914                      0.000014                      0.003753
                     14.200000                   3756.765137                      0.999042                     14.188543                      0.003941                      0.000015                      0.003753
                     14.300000                   3757.352539                      0.999212                     14.288456                      0.003969                      0.000015                      0.003754
                     14.400000                   3757.017090                      0.999212                     14.388377                      0.003997                      0.000015                      0.003754
                     14.500000                   3758.359619                      0.999212                     14.488298                      0.004025                      0.000015                      0.003755
                     14.600000                   3759.618164                      0.999212                     14.588220                      0.004052                      0.000015                      0.003757
                     14.700000                   3758.695312                      0.999127                     14.688137                      0.004080                      0.000015                      0.003755
                     14.800000                   3760.625000                      0.999127                     14.788050                      0.004108                      0.000015                      0.003757
                     14.900000                   3758.359619                      0.999212                     14.887966                      0.004136                      0.000015                      0.003755
                     15.000000                   3761.044434                      0.999212                     14.987887                      0.004163                      0.000015                      0.003758
                     15.100000                   3762.051270                      0.999212                     15.087809                      0.004191                      0.000015                      0.003759
                     15.200000                   3762.386719                      0.999297                     15.187734                      0.004219                      0.000016                      0.003760
                     15.300000                   3762.638672                      0.999042                     15.287651                      0.004247                      0.000016                      0.003759
                     15.400000                   3763.309814                      0.999551                     15.387581                      0.004274                      0.000016                      0.003762
                     15.500000                   3764.316895                      0.999297                     15.487523                      0.004302                      0.000016                      0.003762
                     15.600000                   3765.072021                      0.999042                     15.587440                      0.004330                      0.000016                      0.003761
                     15.700000                   3764.736084                      0.999127                     15.687348                      0.004358                      0.000016                      0.003761
                     15.800000                   3765.659180                      0.999382                     15.787274                      0.004385                      0.000016                      0.003763
                     15.900000                   3764.232910                      0.999212                     15.887204                      0.004413                      0.000016                      0.003761
                     16.000000                   3765.407715                      0.998958                     15.987112                      0.004441                      0.000016                      0.003761
                     16.100000                   3764.736084                      0.999212                     16.087021                      0.004469                      0.000017                      0.003762
                     16.200001                   3765.239746                      0.999382                     16.186951                      0.004496                      0.000017                      0.003763
                     16.299999                   3763.142090                      0.999127                     16.286877                      0.004524                      0.000017                      0.003760
                     16.400000                   3763.729492                      0.998958                     16.386780                      0.004552                      0.000017                      0.003760
                     16.500000                   3766.330566                      0.999212                     16.486689                      0.004580                      0.000017                      0.003763
                     16.600000                   3764.904297                      0.999297                     16.586615                      0.004607                      0.000017                      0.003762
                     16.700001                   3768.260254                      0.999212                     16.686539                      0.004635                      0.000017                      0.003765
                     16.799999                   3770.861572                      0.999212                     16.786461                      0.004663                      0.000017                      0.003768
                     16.900000                   3774.217529                      0.999042                     16.886374                      0.004691                      0.000017                      0.003771
                     17.000000                   3775.140625                      0.998873                     16.986269                      0.004718                      0.000017                      0.003771
                     17.100000                   3786.719482                      0.999127                     17.086168                      0.004746                      0.000018                      0.003783
                     17.200001                   3778.161133                      0.999042                     17.186077                      0.004774                      0.000018                      0.003775
                     17.299999                   3781.013916                      0.999382                     17.285999                      0.004802                      0.000018                      0.003779
                     17.400000                   3781.853027                      0.999127                     17.385923                      0.004829                      0.000018                      0.003779
                     17.500000                   3782.859619                      0.999042                     17.485832                      0.004857                      0.000018                      0.003779
                     17.600000                   3792.089600                      0.999551                     17.585762                      0.004885                      0.000018                      0.003790
                     17.700001                   3790.830566                      0.999212                     17.685701                      0.004913                      0.000018                      0.003788
                     17.799999                   3795.361572                      0.999212                     17.785622                      0.004940                      0.000018                      0.003792
                     17.900000                   3790.914795                      0.999127                     17.885538                      0.004968                      0.000018                      0.003788
                     18.000000                   3792.425049                      0.999382                     17.985464                      0.004996                      0.000018                      0.003790
                     18.100000                   3791.921387                      0.999127                     18.085390                      0.005024                      0.000019                      0.003789
                     18.200001                   3795.025879                      0.999127                     18.185303                      0.005051                      0.000019                      0.003792
                     18.299999                   3796.116699                      0.998958                     18.285206                      0.005079                      0.000019                      0.003792
                     18.400000                   3786.467773                      0.999127                     18.385111                      0.005107                      0.000019                      0.003783
                     18.500000                   3790.662842                      0.999466                     18.485041                      0.005135                      0.000019                      0.003789
                     18.600000                   3794.270752                      0.999042                     18.584967                      0.005162                      0.000019                      0.003791
                     18.700001                   3791.418213                      0.999297                     18.684883                      0.005190                      0.000019                      0.003789
                     18.799999                   3793.012207                      0.999297                     18.784813                      0.005218                      0.000019                      0.003790
                     18.900000                   3789.404297                      0.999297                     18.884743                      0.005246                      0.000019                      0.003787
                     19.000000                   3790.243652                      0.999466                     18.984680                      0.005274                      0.000020                      0.003788
                     19.100000                   3794.690430                      0.999382                     19.084623                      0.005301                      0.000020                      0.003792
                     19.200001                   3789.152832                      0.999297                     19.184557                      0.005329                      0.000020                      0.003786
                     19.299999                   3793.431885                      0.999042                     19.284473                      0.005357                      0.000020                      0.003790
                     19.400000                   3792.257324                      0.999382                     19.384396                      0.005385                      0.000020                      0.003790
                     19.500000                   3793.348145                      0.998958                     19.484312                      0.005412                      0.000020                      0.003789
                     19.600000                   3789.823975                      0.999042                     19.584211                      0.005440                      0.000020                      0.003786
                     19.700001                   3791.837646                      0.999127                     19.684120                      0.005468                      0.000020                      0.003789
                     19.799999                   3791.082520                      0.999127                     19.784033                      0.005496                      0.000020                      0.003788
                     19.900000                   3795.529541                      0.999212                     19.883949                      0.005523                      0.000020                      0.003793
                     20.000000                   3795.613281                      0.998958                     19.983858                      0.005551                      0.000021                      0.003792
                     20.100000                   3794.438965                      0.999042                     20.083759                      0.005579                      0.000021                      0.003791
                     20.200001                   3788.900879                      0.999042                     20.183662                      0.005607                      0.000021                      0.003785
                     20.299999                   3789.236572                      0.999297                     20.283579                      0.005634                      0.000021                      0.003787
                     20.400000                   3790.411377                      0.999042                     20.383497                      0.005662                      0.000021                      0.003787
                     20.500000                   3790.495117                      0.999382                     20.483418                      0.005690                      0.000021                      0.003788
                     20.600000                   3791.921387                      0.999212                     20.583347                      0.005718                      0.000021                      0.003789
                     20.700001                   3792.844482                      0.999042                     20.683260                      0.005745                      0.000021                      0.003789
                     20.799999                   3789.739990                      0.999042                     20.783165                      0.005773                      0.000021                      0.003786
                     20.900000                   3792.425049                      0.999042                     20.883068                      0.005801                      0.000022                      0.003789
                     21.000000                   3791.585938                      0.999297                     20.982986                      0.005829                      0.000022                      0.003789
                     21.100000                   3791.502197                      0.999042                     21.082903                      0.005856                      0.000022                      0.003788
                     21.200001                   3796.872070                      0.999042                     21.182806                      0.005884                      0.000022                      0.003793
                     21.299999                   3796.956055                      0.999127                     21.282715                      0.005912                      0.000022                      0.003794
                     21.400000                   3794.606689                      0.998958                     21.382620                      0.005940                      0.000022                      0.003791
                     21.500000                   3793.851562                      0.999127                     21.482523                      0.005967                      0.000022                      0.003791
                     21.600000                   3793.935303                      0.999127                     21.582438                      0.005995                      0.000022                      0.003791
                     21.700001                   3794.942139                      0.999297                     21.682358                      0.006023                      0.000022                      0.003792
                     21.799999                   3796.200928                      0.999212                     21.782284                      0.006051                      0.000022                      0.003793
                     21.900000                   3795.277832                      0.999382                     21.882214                      0.006078                      0.000023                      0.003793
                     22.000000                   3794.858154                      0.999042                     21.982134                      0.006106                      0.000023                      0.003791
                     22.100000                   3794.690430                      0.999212                     22.082047                      0.006134                      0.000023                      0.003792
                     22.200001                   3794.606689                      0.998873                     22.181952                      0.006162                      0.000023                      0.003790
                     22.299999                   3794.690430                      0.999212                     22.281855                      0.006189                      0.000023                      0.003792
                     22.400000                   3794.438965                      0.999297                     22.381781                      0.006217                      0.000023                      0.003792
                     22.500000                   3796.872070                      0.999382                     22.481714                      0.006245                      0.000023                      0.003795
                     22.600000                   3798.801758                      0.998873                     22.581627                      0.006273                      0.000023                      0.003795
                     22.700001                   3799.808594                      0.998873                     22.681515                      0.006300                      0.000023                      0.003796
                     22.799999                   3800.647705                      0.998788                     22.781397                      0.006328                      0.000024                      0.003796
                     22.900000                   3802.409912                      0.998958                     22.881285                      0.006356                      0.000024                      0.003798
                     23.000000                   3813.736816                      0.999127                     22.981190                      0.006384                      0.000024                      0.003810
                     23.100000                   3805.514160                      0.998958                     23.081093                      0.006411                      0.000024                      0.003802
                     23.200001                   3803.752197                      0.999127                     23.180998                      0.006439                      0.000024                      0.003800
                     23.299999                   3800.312012                      0.999042                     23.280907                      0.006467                      0.000024                      0.003797
                     23.400000                   3799.976562                      0.999127                     23.380816                      0.006495                      0.000024                      0.003797
                     23.500000                   3797.962646                      0.999127                     23.480728                      0.006522                      0.000024                      0.003795
                     23.600000                   3798.214600                      0.999297                     23.580648                      0.006550                      0.000024                      0.003796
                     23.700001                   3798.718018                      0.999466                     23.680586                      0.006578                      0.000024                      0.003797
                     23.799999                   3799.808594                      0.998873                     23.780504                      0.006606                      0.000025                      0.003796
                     23.900000                   3800.144287                      0.999382                     23.880417                      0.006633                      0.000025                      0.003798
                     24.000000                   3800.144287                      0.999042                     23.980337                      0.006661                      0.000025                      0.003797
                     24.100000                   3802.409912                      0.999212                     24.080250                      0.006689                      0.000025                      0.003799
                     24.200001                   3801.151367                      0.998958                     24.180159                      0.006717                      0.000025                      0.003797
                     24.299999                   3800.144287                      0.999042                     24.280058                      0.006744                      0.000025                      0.003797
                     24.400000                   3795.948975                      0.998958                     24.379959                      0.006772                      0.000025                      0.003792
                     24.500000                   3792.593018                      0.999212                     24.479868                      0.006800                      0.000025                      0.003790
                     24.600000                   3794.858154                      0.999212                     24.579788                      0.006828                      0.000025                      0.003792
                     24.700001                   3789.572021                      0.999127                     24.679705                      0.006855                      0.000026                      0.003786
                     24.799999                   3789.739990                      0.999127                     24.779617                      0.006883                      0.000026                      0.003786
                     24.900000                   3790.411377                      0.999042                     24.879526                      0.006911                      0.000026                      0.003787
                     25.000000                   3790.998779                      0.999297                     24.979445                      0.006939                      0.000026                      0.003788
                     25.100000                   3790.495117                      0.999042                     25.079361                      0.006966                      0.000026                      0.003787
                     25.200001                   3791.921387                      0.999127                     25.179270                      0.006994                      0.000026                      0.003789
                     25.299999                   3790.746826                      0.999042                     25.279177                      0.007022                      0.000026                      0.003787
                     25.400000                   3791.166504                      0.999127                     25.379086                      0.007050                      0.000026                      0.003788
                     25.500000                   3794.019287                      0.998958                     25.478991                      0.007077                      0.000026                      0.003790
                     25.600000                   3796.116699                      0.999127                     25.578894                      0.007105                      0.000026                      0.003793
                     25.700001                   3795.193848                      0.999127                     25.678806                      0.007133                      0.000027                      0.003792
                     25.799999                   3791.753662                      0.999212                     25.778725                      0.007161                      0.000027                      0.003789
                     25.900000                   3790.327393                      0.999127                     25.878641                      0.007189                      0.000027                      0.003787
                     26.000000                   3789.991699                      0.999466                     25.978571                      0.007216                      0.000027                      0.003788
                     26.100000                   3792.257324                      0.999297                     26.078508                      0.007244                      0.000027                      0.003790
                     26.200001                   3788.649170                      0.999466                     26.178448                      0.007272                      0.000027                      0.003787
                     26.299999                   3786.803467                      0.999127                     26.278378                      0.007300                      0.000027                      0.003783
                     26.400000                   3787.894287                      0.999297                     26.378298                      0.007327                      0.000027                      0.003785
                     26.500000                   3787.390625                      0.999212                     26.478224                      0.007355                      0.000027                      0.003784
                     26.600000                   3787.474609                      0.999127                     26.578140                      0.007383                      0.000028                      0.003784
                     26.700001                   3787.978027                      0.999127                     26.678053                      0.007411                      0.000028                      0.003785
                     26.799999                   3788.062012                      0.999127                     26.777966                      0.007438                      0.000028                      0.003785
                     26.900000                   3785.460938                      0.999297                     26.877888                      0.007466                      0.000028                      0.003783
                     27.000000                   3785.544922                      0.999297                     26.977818                      0.007494                      0.000028                      0.003783
                     27.100000                   3785.880371                      0.999042                     27.077734                      0.007522                      0.000028                      0.003782
                     27.200001                   3786.719482                      0.999127                     27.177643                      0.007549                      0.000028                      0.003783
                     27.299999                   3786.299805                      0.999297                     27.277563                      0.007577                      0.000028                      0.003784
                     27.400000                   3786.719482                      0.999127                     27.377485                      0.007605                      0.000028                      0.003783
                     27.500000                   3787.054932                      0.999127                     27.477398                      0.007633                      0.000028                      0.003784
                     27.600000                   3783.531250                      0.999212                     27.577314                      0.007660                      0.000029                      0.003781
                     27.700001                   3783.195557                      0.999466                     27.677248                      0.007688                      0.000029                      0.003781
                     27.799999                   3783.782715                      0.999042                     27.777174                      0.007716                      0.000029                      0.003780
                     27.900000                   3782.440430                      0.999297                     27.877090                      0.007744                      0.000029                      0.003780
                     28.000000                   3783.531250                      0.999042                     27.977007                      0.007771                      0.000029                      0.003780
                     28.100000                   3783.866699                      0.999212                     28.076920                      0.007799                      0.000029                      0.003781
                     28.200001                   3790.495117                      0.999127                     28.176838                      0.007827                      0.000029                      0.003787
                     28.299999                   3853.172363                      0.999212                     28.276754                      0.007855                      0.000029                      0.003850
                     28.400000                   3832.531494                      0.999042                     28.376667                      0.007882                      0.000029                      0.003829
                     28.500000                   3820.449463                      0.998958                     28.476566                      0.007910                      0.000030                      0.003816
                     28.600000                   3812.981689                      0.999297                     28.576479                      0.007938                      0.000030                      0.003810
                     28.700001                   3809.122314                      0.999297                     28.676409                      0.007966                      0.000030                      0.003806
                     28.799999                   3809.206055                      0.999212                     28.776335                      0.007993                      0.000030                      0.003806
                     28.900000                   3806.940674                      0.999212                     28.876257                      0.008021                      0.000030                      0.003804
                     29.000000                   3806.101562                      0.999466                     28.976191                      0.008049                      0.000030                      0.003804
                     29.100000                   3803.668457                      0.999297                     29.076128                      0.008077                      0.000030                      0.003801
                     29.200001                   3802.493652                      0.999212                     29.176054                      0.008104                      0.000030                      0.003799
                     29.299999                   3801.990234                      0.999127                     29.275970                      0.008132                      0.000030                      0.003799
                     29.400000                   3800.899414                      0.999382                     29.375896                      0.008160                      0.000031                      0.003799
                     29.500000                   3800.060547                      0.999127                     29.475821                      0.008188                      0.000031                      0.003797
                     29.600000                   3798.969727                      0.998873                     29.575722                      0.008215                      0.000031                      0.003795
                     29.700001                   3799.221191                      0.999297                     29.675631                      0.008243                      0.000031                      0.003797
                     29.799999                   3798.298340                      0.999382                     29.775564                      0.008271                      0.000031                      0.003796
                       Time(s)                         E(mV)                         I(mA)                         Q(mC)                 Capacity(mAh)                    Energy(Wh)                          P(W)
                      0.100000                   7034.186523                      0.996583                      0.099658                      0.000028                      0.000000                      0.007010
                      0.200000                   2842.366211                      0.998873                      0.199431                      0.000055                      0.000000                      0.002839
                      0.300000                   2848.659180                      0.999042                      0.299327                      0.000083                      0.000000                      0.002846
                      0.400000                   2860.070312                      0.999042                      0.399231                      0.000111                      0.000000                      0.002857
                      0.500000                   2869.132080                      0.998958                      0.499131                      0.000139                      0.000001                      0.002866
                      0.600000                   2879.956055                      0.998958                      0.599027                      0.000166                      0.000001                      0.002877
                      0.700000                   2889.101562                      0.999127                      0.698931                      0.000194                      0.000001                      0.002887
                      0.800000                   2897.827637                      0.999042                      0.798840                      0.000222                      0.000001                      0.002895
                      0.900000                   2905.966553                      0.999212                      0.898752                      0.000250                      0.000001                      0.002904
                      1.000000                   2913.937500                      0.999297                      0.998678                      0.000277                      0.000001                      0.002912
                      1.100000                   2921.908447                      0.999297                      1.098607                      0.000305                      0.000001                      0.002920
                      1.200000                   2930.382812                      0.999212                      1.198533                      0.000333                      0.000001                      0.002928
                      1.300000                   2940.367432                      0.999042                      1.298446                      0.000361                      0.000001                      0.002938
                      1.400000                   2947.415527                      0.998958                      1.398345                      0.000388                      0.000001                      0.002944
                      1.500000                   2953.960205                      0.998873                      1.498237                      0.000416                      0.000001                      0.002951
                      1.600000                   2960.504883                      0.999127                      1.598137                      0.000444                      0.000001                      0.002958
                      1.700000                   2968.308105                      0.999127                      1.698050                      0.000472                      0.000002                      0.002966
                      1.800000                   2974.852783                      0.999297                      1.797971                      0.000499                      0.000002                      0.002973
                      1.900000                   2980.809814                      0.999297                      1.897901                      0.000527                      0.000002                      0.002979
                      2.000000                   2984.921143                      0.999382                      1.997835                      0.000555                      0.000002                      0.002983
                      2.100000                   2990.962402                      0.998788                      2.097743                      0.000583                      0.000002                      0.002987
                      2.200000                   2994.906006                      0.999212                      2.197643                      0.000610                      0.000002                      0.002993
                      2.300000                   2999.772461                      0.999127                      2.297560                      0.000638                      0.000002                      0.002997
                      2.400000                   3004.890625                      0.999212                      2.397477                      0.000666                      0.000002                      0.003003
                      2.500000                   3009.673340                      0.999042                      2.497390                      0.000694                      0.000002                      0.003007
                      2.600000                   3014.036377                      0.999297                      2.597307                      0.000721                      0.000002                      0.003012
                      2.700000                   3018.231689                      0.999382                      2.697241                      0.000749                      0.000002                      0.003016
                      2.800000                   3022.259033                      0.999042                      2.797162                      0.000777                      0.000002                      0.003019
                      2.900000                   3026.622070                      0.999466                      2.897087                      0.000805                      0.000003                      0.003025
                      3.000000                   3030.565918                      0.999382                      2.997030                      0.000833                      0.000003                      0.003029
                      3.100000                   3034.425293                      0.999042                      3.096951                      0.000860                      0.000003                      0.003032
                      3.200000                   3038.117188                      0.999212                      3.196864                      0.000888                      0.000003                      0.003036
                      3.300000                   3041.725098                      0.999127                      3.296781                      0.000916                      0.000003                      0.003039
                      3.400000                   3045.416992                      0.999212                      3.396698                      0.000944                      0.000003                      0.003043
                      3.500000                   3048.605225                      0.998958                      3.496606                      0.000971                      0.000003                      0.003045
                      3.600000                   3051.793701                      0.999551                      3.596531                      0.000999                      0.000003                      0.003050
                      3.700000                   3055.149902                      0.999212                      3.696470                      0.001027                      0.000003                      0.003053
                      3.800000                   3058.086670                      0.999297                      3.796395                      0.001055                      0.000003                      0.003056
                      3.900000                   3061.526855                      0.999212                      3.896320                      0.001082                      0.000003                      0.003059
